genre,genre_autre,age,diplome,diplome_autre,situation_professionnelle,csp,compo_menage,compo_menage_autre,nb_pers_menage,nb_enfants_menage,nb_enfants_menage_14,date_der_dep_vtc,der_dep_vtc_agglo_res_on,agglo_der_dep,agglo_der_dep_autre,app_der_dep_vtc_on,app_der_dep_vtc,app_der_dep_vtc_autre,prix_estime_trajet_vtc_20min,avis_prix_estime_trajet_vtc_20min,prix_estime_trajet_taxi_20min,avis_prix_estime_trajet_taxi_20min,nb_voitures,nb_voitures_hybride_ou_elec,nb_2rm,nb_velo_meca,nb_velo_elec,nb_trot_meca,nb_trot_elec,permis_conduire_1,permis_conduire_2,temps_marche_bus,temps_marche_tram,temps_marche_metro,temps_marche_gare,abo_tc,velo_trott_lld,vtc_dispo,taxi_dispo,freq_marche,freq_vp_cond,freq_vp_passager,freq_voit_loc,freq_drm_perso,freq_drm_partage,freq_velo_perso,freq_velo_partage,freq_trott_partage,freq_tc,freq_taxi,freq_vtc,freq_maas,motif_der_dep_vtc,motif_der_dep_vtc_autre,prix_der_dep_vtc,duree_der_dep_vtc,quels_modes_de_transport_avez-vous_utili1,quels_modes_de_transport_avez-vous_utili2,quels_modes_de_transport_avez-vous_utili3,quels_modes_de_transport_avez-vous_autre,renoncement_der_dep_vtc,report_modal_der_dep_vtc,report_modal_der_dep_vtc_autre,raison_vtc_der_dep_vtc1,raison_vtc_der_dep_vtc2,raison_vtc_der_dep_vtc3,raison_vtc_der_dep_vtc_autre,raison_non_usage_vtc1,raison_non_usage_vtc2,raison_non_usage_vtc3,raison_non_usage_vtc_autre,raison_non_usage_vtc_depuis_der_dep1,raison_non_usage_vtc_depuis_der_dep2,raison_non_usage_vtc_depuis_der_dep3,raison_non_usage_vtc_depuis_der_de_autre,mauvaise_exp1,mauvaise_exp2,mauvaise_exp3,mauvaise_exp_autre,trajet_domtrav_dometudes,accompagnement_proche,visite_proche,dep_pro,loisir,aeroport,gare_ou_tc,voyage_mode_principal,courses_ou_achats,courses_conventionnees,demarches_admin,raisons_usagevtc_potentiel1,raisons_usagevtc_potentiel2,raisons_usagevtc_potentiel3,raisons_usagevtc_potentiel_autre,services_vtc_potentiels1,services_vtc_potentiels2,services_vtc_potentiels3,services_vtc_potentiels_autre,date_der_dep_taxi,lieu_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc_autre,prix_der_dep_taxi_jamaisvtc,duree_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_pasvtc_res,motif_der_dep_taxi_pasvtc_res_autre,prix_der_dep_taxi_pasvtc_res,duree_der_dep_taxi_pasvtc_res,future_mobilite_envisagee,future_mobilite_envisagee_autre,demotorisation_potentielle,raison_demoto_circulation,raison_demoto_stationnement,raison_demoto_changement,raison_demoto_moyens_financiers,raison_demoto_panne_ou_trop_vieux,raison_demoto_pref_tc,raison_demoto_pref_velo_ou_marche,raison_demoto_pref_taxi_ou_vtc,raison_demoto_pref_mobilite_partagee,demenagement_potentiel,aire_urbaine_demenagement_potentiel,situation_agglo_demenagement_potentiel,situation_agglo_demenagement_poten_autre,tc_destination_demenagement_potentiel,zfe_on,zfe_adaptation1,zfe_adaptation2,zfe_adaptation3,zfe_adaptation_autre,revenus,cat_csp,cat_age,cat_aire_urbaine,poids_redressement
Une femme,,40,"Bac +2 (BTS, DUT)",,Actif.ve à temps plein (+32 h / semaine),"Cadre, Profession intellectuelle supérieure",En couple avec enfant(s),,6.0,4.0,3.0,Il y a plus de 12 mois,Non,Agglomération parisienne,,Oui,Uber,,20,Adéquat,35,Elevé,1,1,2,3 ou plus,Mon ménage ne possède pas ce type de véhicule,3 ou plus,1,"Oui, permis A (motos et scooters)",,Moins de 5 minutes,Entre 10 et 15 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Oui,Non,Je ne sais pas,Je ne sais pas,2 à 3 fois par semaine,,2 à 3 fois par semaine,,Moins d'une fois par mois,Jamais,1 fois par mois,Jamais,Jamais,Tous les jours ou presque,Jamais,Jamais,Tous les jours ou presque,"Faire une sortie de loisir ou culturelle (restaurant, boîte de nuit, complexe sportif, musée, plage…)",,Entre 20 et 25 €,Entre 20 et 30 minutes,"Un(e) voiture, moto ou scooter personnel(le)",,,,Non,,,,,,,,,,,J'ai eu une mauvaise expérience,,,,Le chauffeur a eu un comportement inapproprié avec moi ou avec les autres passagers,Le chauffeur a eu une conduite dangereuse,Je ne me suis pas senti.e en sécurité pendant la course,,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,A chaque fois,Souvent,Souvent,Jamais,Souvent,Jamais,Si aucune autre offre de transport n'est disponible seulement,Service de meilleur rapport qualité/prix par rapport aux taxis,Ça me permet de me déplacer facilement avec des proches,,Déplacement pour raison médicale remboursé par l’assurance maladie,Equipement en sièges pour enfants,,,,,,,,,,,,,Je me déplacerai moins,,Je ne sais pas,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Plutôt d'accord,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Non,,,,,Je ne sais pas,,,,,De 7 000 € à 8 000 €,"Cadre, Profession intellectuelle supérieure",40-49 ans,Aire urbaine de Paris,0.766243219
Un homme,,52,Bac + 5 (Master),,Actif.ve à temps plein (+32 h / semaine),"Artisan.e, Commerçant.e, Chef.fe d'entreprise",En couple avec enfant(s),,5.0,3.0,2.0,Il y a plus de 12 mois,Non,Ailleurs en France,Toulon,Oui,Uber,,30,Adéquat,30,Adéquat,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)","Oui, permis B",Moins de 5 minutes,Entre 15 et 20 minutes,Moins de 5 minutes,Moins de 5 minutes,Non,Non,"Oui, tout le temps",Oui,2 à 3 fois par semaine,,Moins d'une fois par mois,Moins d'une fois par mois,Tous les jours ou presque,Jamais,,Jamais,Jamais,Moins d'une fois par mois,Moins d'une fois par mois,Moins d'une fois par mois,2 à 3 fois par mois,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Plus de 35 €,Entre 20 et 30 minutes,"Le train (TER, Intercités, TGV)",,,,Oui,Un taxi,,Autre,,,"Horaire très matinal 5h du matin, pas trouvé de Taxi",,,,,Autre,,,Pas eu de besoin de,,,,,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Oui,,,,,De 11 000 € à 12 000 €,"Artisan.e, Commerçant.e, Chef.fe d'entreprise",50-59 ans,Aire urbaine de Paris,1.064092159
Une femme,,33,"CAP, BEP",,Actif.ve en recherche d'emploi,Employé.e,Seul.e avec enfant(s),,5.0,4.0,3.0,Il y a moins de 12 mois,Non,Agglomération parisienne,,Oui,Bolt,,13,Adéquat,15,Elevé,1,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Oui,Non,Non,Je ne sais pas,2 à 3 fois par semaine,,Moins d'une fois par mois,,,,,Jamais,Jamais,2 à 3 fois par semaine,1 fois par mois,Moins d'une fois par mois,1 fois par semaine,"Accéder à des services (médicaux, administratifs...)",,Entre 10 et 15 €,Entre 10 et 15 minutes,"Les transports en commun (métro, tram, bus, RER)",,,,Non,,,,,,,,,,,Je préfère d’autres moyens de transport,,,,,,,,Souvent,Exceptionnellement,Jamais,Souvent,Exceptionnellement,Souvent,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Service de meilleure qualité par rapport à d'autres moyens de transport,Ça me permet de me déplacer facilement avec des proches,,,"Aide au déménagement, pour le transport de mes effets personnels",Déplacement pour raison médicale remboursé par l’assurance maladie,Equipement en sièges pour enfants,,,,,,,,,,,,Je me déplacerai moins,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 1 000 € à 2 000 €,En recherche d'emploi,30-39 ans,Aire urbaine de moins de 100 000 habitants,0.311025358
Une femme,,18,Baccalauréat,,Etudiant.e,,Autre,Héberger,7.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,10,Adéquat,15,Adéquat,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Non,,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Oui,Non,Je ne sais pas,Je ne sais pas,1 fois par mois,,Jamais,,,,,Jamais,Jamais,Tous les jours ou presque,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Je ne connais pas ce service,,,,,,,,,,,,Exceptionnellement,Souvent,Souvent,Exceptionnellement,Jamais,Souvent,Souvent,Exceptionnellement,A chaque fois,Exceptionnellement,Exceptionnellement,Service de meilleure qualité par rapport à d'autres moyens de transport,Service de meilleur rapport qualité/prix par rapport aux taxis,Ça me permet de me déplacer facilement avec des proches,,Aucun service supplémentaire,,,,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,,,,,,,,,,,Oui,Hors aire urbaine (zones rurales),,,Moins bien desservie,Non,,,,,Moins de 1 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),1.020595013
Autre,Non binaire,22,Bac + 3 (Licence),,Etudiant.e,,En colocation,,4.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,30,Elevé,50,Très élevé,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Moins de 5 minutes,Entre 10 et 15 minutes,Moins de 5 minutes,Plus de 20 minutes,Oui,Non,Non,Oui,Tous les jours ou presque,,Moins d'une fois par mois,,,,,Jamais,Jamais,Tous les jours ou presque,1 fois par semaine,Jamais,1 fois par semaine,,,,,,,,,,,,,,,,Je ne connais pas ce service,Je préfère d'autres moyens de transport,,,,,,,,,,,Exceptionnellement,Exceptionnellement,Souvent,Jamais,Jamais,Exceptionnellement,Souvent,Jamais,Jamais,Jamais,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,Si aucune autre offre de transport n'est disponible seulement,,,"Aide au déménagement, pour le transport de mes effets personnels",Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,,Je me déplacerai moins,,,,,,,,,,,,Non,,,,,Oui,,,,,De 1 000 € à 2 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.0
Un homme,,36,Baccalauréat,,Actif.ve à temps plein (+32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,5.0,3.0,3.0,Il y a plus de 12 mois,Oui,,,Oui,Uber,,20,Elevé,25,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Non,Non,Je ne sais pas,Je ne sais pas,2 à 3 fois par semaine,Tous les jours ou presque,1 fois par semaine,Jamais,,,1 fois par semaine,Jamais,Jamais,Jamais,Jamais,Moins d'une fois par mois,Moins d'une fois par mois,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Je ne sais plus,Entre 10 et 15 minutes,La marche à pied,,,,Oui,"Les transports en commun (métro, tram, bus, RER, TER)",,"C'était plus sécurisant (agressions, vols, etc.)","C’était plus pratique (j’avais des bagages, …)",,,,,,,Je préfère d’autres moyens de transport,,,,,,,,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,Ça me permet de me déplacer facilement avec des proches,,,Aucun service supplémentaire,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Je ne sais pas,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Pas d'accord du tout,Je ne sais pas,Aire urbaine de moins de 100 000 habitants,En zone périurbaine d'une agglomération,,Je ne sais pas,Oui,J'ignorerai les restrictions,,,,De 4 000 à 5 000 €,Profession intermédiaire,30-39 ans,Aire urbaine de moins de 100 000 habitants,0.84862183
Une femme,,43,Baccalauréat,,Actif.ve à temps plein (+32 h / semaine),Agriculteur.ice,En couple avec enfant(s),,5.0,3.0,1.0,Je n'en ai jamais utilisé,,,,,,,50,Elevé,45,Elevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Oui,Non,Non,Non,Tous les jours ou presque,Tous les jours ou presque,Jamais,Jamais,,,2 à 3 fois par semaine,Jamais,Jamais,1 fois par semaine,Jamais,Jamais,2 à 3 fois par semaine,,,,,,,,,,,,,,,,Le service est trop cher,Je préfère d'autres moyens de transport,,,,,,,,,,,Exceptionnellement,Jamais,Souvent,Souvent,Souvent,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Souvent,Jamais,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,,,Aucun service supplémentaire,Embarquement d’un vélo ou d’un autre équipement encombrant,,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Non,,,,,,,,,,Non,,,,,Non,,,,,Moins de 1 000 €,Agriculteur.ice,40-49 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.27479369
Une femme,,44,Supérieur à Bac + 5,,Sans activité professionnelle,,En couple avec enfant(s),,6.0,4.0,3.0,Je n'en ai jamais utilisé,,,,,,,40,Très élevé,120,Très élevé,3 ou plus,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)","Oui, permis B",Entre 5 et 10 minutes,Plus de 20 minutes,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Non,Non,Je ne sais pas,Oui,Jamais,2 à 3 fois par mois,Jamais,Jamais,Tous les jours ou presque,Jamais,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Autre,,,PAs envie,Autre,,,JE ne souhaite pas utiliser ces services,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,Non,,,,,,,,,,Je ne sais pas,Hors aire urbaine (zones rurales),,,Je ne sais pas,Oui,J'ignorerai les restrictions,,,,De 1 000 € à 2 000 €,Inactifs et autres (hors retraités),40-49 ans,Aire urbaine de moins de 100 000 habitants,0.951249248
Un homme,,37,Bac + 3 (Licence),,Actif.ve à temps plein (+32 h / semaine),Agriculteur.ice,En couple avec enfant(s),,4.0,2.0,2.0,Je n'en ai jamais utilisé,,,,,,,20,Elevé,20,Elevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Je ne sais pas,Oui,2 à 3 fois par semaine,Tous les jours ou presque,2 à 3 fois par semaine,Jamais,,,2 à 3 fois par semaine,Jamais,Jamais,Jamais,Jamais,Jamais,1 fois par semaine,,,,,,,,,,,,,,,,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Souvent,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Autre,,,gratuité,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 2 000 € à 3 000 €,Agriculteur.ice,30-39 ans,Aire urbaine de moins de 100 000 habitants,0.323710363
Une femme,,49,Supérieur à Bac + 5,,Actif.ve à temps plein (+32 h / semaine),"Cadre, Profession intellectuelle supérieure",En couple avec enfant(s),,6.0,4.0,1.0,Il y a moins de 12 mois,Non,Agglomération parisienne,,Oui,Uber,,40,Adéquat,80,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 10 et 15 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Oui,Non,Je ne sais pas,Oui,Jamais,Tous les jours ou presque,Jamais,Jamais,,,Moins d'une fois par mois,Jamais,Jamais,2 à 3 fois par semaine,Jamais,Moins d'une fois par mois,2 à 3 fois par mois,"Faire une sortie de loisir ou culturelle (restaurant, boîte de nuit, complexe sportif, musée, plage…)",,Plus de 35 €,Plus de 30 minutes,La marche à pied,,,,Oui,Un taxi,,C'était moins cher,"C'était plus sécurisant (agressions, vols, etc.)",,,,,,,Le service est trop cher,Je préfère d’autres moyens de transport,,,,,,,Jamais,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Service de meilleur rapport qualité/prix par rapport aux taxis,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 9 000 € à 10 000 €,"Cadre, Profession intellectuelle supérieure",40-49 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.74732808
Une femme,,32,Baccalauréat,,Sans activité professionnelle,,En couple avec enfant(s),,6.0,4.0,4.0,Je n'en ai jamais utilisé,,,,,,,40,Adéquat,50,Elevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Non,Non,Je ne sais pas,Oui,2 à 3 fois par mois,Tous les jours ou presque,Jamais,Jamais,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Equipement en sièges pour enfants,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Oui,Aire urbaine de moins de 100 000 habitants,En zone périurbaine d'une agglomération,,Je ne sais pas,Non,,,,,De 3 000 à 4 000 €,Inactifs et autres (hors retraités),30-39 ans,Aire urbaine de moins de 100 000 habitants,0.919793855
Un homme,,46,Bac + 5 (Master),,Actif.ve à temps plein (+32 h / semaine),"Artisan.e, Commerçant.e, Chef.fe d'entreprise",En couple avec enfant(s),,3.0,1.0,1.0,Il y a plus de 12 mois,Non,Agglomération parisienne,,Oui,Uber,,10,Adéquat,40,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Plus de 20 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Non,Non,Non,Oui,2 à 3 fois par mois,Tous les jours ou presque,Jamais,Jamais,,,Moins d'une fois par mois,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,Tous les jours ou presque,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Entre 25 et 30 €,Je ne sais plus,La marche à pied,,,,Je ne sais pas,,,,,,,,,,,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Souvent,Souvent,Jamais,Jamais,Souvent,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Oui,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Non,,,,,Non,,,,,De 5 000 € à 6 000 €,"Artisan.e, Commerçant.e, Chef.fe d'entreprise",40-49 ans,Aire urbaine entre 100 000 et 200 000 habitants,0.730240765
Une femme,,39,Bac + 5 (Master),,Actif.ve à temps plein (+32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,6.0,4.0,4.0,Il y a plus de 12 mois,Non,Agglomération nantaise,,Oui,Uber,,45,Elevé,60,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,1,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Non,Non,Je ne sais pas,Je ne sais pas,Moins d'une fois par mois,Tous les jours ou presque,2 à 3 fois par mois,Jamais,,,Jamais,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,Moins d'une fois par mois,Autre,me rendre chez des amis depuis l'aéroport,Entre 25 et 30 €,Entre 15 et 20 minutes,L'avion,,,,Oui,"Les transports en commun (métro, tram, bus, RER, TER)",,"C’était plus pratique (j’avais des bagages, …)",C'était plus rapide,,,,,,,Autre,,,pas l'utilité,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Souvent,Souvent,Exceptionnellement,Jamais,Jamais,Jamais,Service de meilleure qualité par rapport à d'autres moyens de transport,,,,Equipement en sièges pour enfants,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Je ne sais pas,,,,,De 5 000 € à 6 000 €,Profession intermédiaire,30-39 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.696563204
Un homme,,52,Bac + 5 (Master),,Actif.ve à temps plein (+32 h / semaine),"Artisan.e, Commerçant.e, Chef.fe d'entreprise",En couple avec enfant(s),,5.0,3.0,0.0,Il y a plus de 12 mois,Oui,,,Non,,,20,Adéquat,23,Adéquat,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Oui,Non,Je ne sais pas,Je ne sais pas,1 fois par semaine,2 à 3 fois par mois,1 fois par semaine,Moins d'une fois par mois,,,Moins d'une fois par mois,Jamais,Jamais,Tous les jours ou presque,2 à 3 fois par mois,Moins d'une fois par mois,2 à 3 fois par mois,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Plus de 35 €,Plus de 30 minutes,L'avion,,,,Oui,Un taxi,,Autre,,,Famille à déplacer avec les bagages,,,,,Autre,,,Pas de besoin,,,,,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Ça me permet de me déplacer facilement avec des proches,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,,,Aucun service supplémentaire,,,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Non,,,,,,,,,,Oui,Hors aire urbaine (zones rurales),,,Moins bien desservie,Je ne sais pas,,,,,De 6 000 € à 7 000 €,"Artisan.e, Commerçant.e, Chef.fe d'entreprise",50-59 ans,Aire urbaine de Paris,1.064092159
